user_id,total_spent,avg_transaction_amount,num_transactions,max_transaction_amount,min_transaction_amount,unique_merchants,avg_daily_transactions,spent_on_purchase,spent_on_transfer,spent_on_withdrawal,cluster
user_0026,47837.8,919.9576923076924,52,1954.93,12.27,7,0.13370473537604458,12990.4,11587.42,23259.98,1
user_0027,43659.35,949.116304347826,46,1968.99,39.07,7,0.12285714285714286,10921.460000000001,18601.5,14136.39,3
user_0028,62657.69,1491.8497619047619,42,9816.83,47.68,7,0.12612612612612611,17320.53,21546.52,23790.64,5
user_0029,51687.21,993.9848076923076,52,1980.0,49.73,7,0.1329639889196676,14892.35,15677.56,21117.3,1
user_0030,44969.11,999.3135555555556,45,1957.42,11.61,7,0.12429378531073447,14258.77,12258.1,18452.24,3
user_0031,76637.54,1393.409818181818,55,8238.64,29.12,7,0.15406976744186046,32958.119999999995,21769.0,21910.42,4
user_0032,61040.51,1052.4225862068965,58,5905.12,6.65,7,0.14814814814814814,18140.87,28227.21,14672.43,0
user_0033,41946.99,953.3406818181818,44,1914.75,16.55,7,0.11428571428571428,11040.810000000001,10745.48,20160.7,3
user_0034,54686.41,1051.6617307692309,52,1977.7,11.74,7,0.13142857142857142,20673.93,16112.95,17899.53,1
user_0035,43755.88,1093.897,40,1987.65,23.06,7,0.10985915492957747,11661.59,15118.619999999999,16975.670000000002,3
user_0036,50559.73,871.7194827586208,58,1977.49,18.94,7,0.14681440443213298,12514.55,15962.14,22083.04,1
user_0037,69117.29,1171.4794915254236,59,9735.84,5.2,7,0.1484593837535014,14197.2,26040.42,28879.67,4
user_0038,46053.11,979.8534042553191,47,1879.25,18.88,7,0.1282051282051282,18731.34,8296.36,19025.41,3
user_0039,48982.5,999.6428571428571,49,1921.48,54.57,7,0.13105413105413105,15901.05,17911.52,15169.93,1
user_0040,42223.13,827.9045098039215,51,1999.95,16.96,7,0.14411764705882352,5997.69,14924.06,21301.38,1
user_0041,56183.39,1248.5197777777778,45,9914.19,122.75,7,0.125,10146.7,14584.75,31451.940000000002,5
user_0042,50741.3,1079.6021276595745,47,7791.4,87.76,7,0.1267605633802817,24087.02,14641.050000000001,12013.23,5
user_0043,50455.65,900.99375,56,4134.57,29.15,7,0.14325842696629212,15891.970000000001,14854.07,19709.61,1
user_0044,54708.0,943.2413793103449,58,1994.06,7.83,7,0.15363128491620112,20396.44,24587.59,9723.97,1
user_0045,46204.71,942.9532653061224,49,2973.78,12.35,7,0.1286549707602339,14990.47,16021.93,15192.31,1
user_0046,52262.86,1045.2572,50,1942.45,29.0,7,0.13573407202216067,19659.63,16125.0,16478.23,1
user_0047,50403.99,969.3075,52,1973.29,31.38,7,0.14868804664723032,20009.25,11574.77,18819.97,1
user_0048,58051.66,1161.0332,50,3138.44,81.57,7,0.1476923076923077,18552.63,16852.48,22646.55,0
user_0049,52281.42,968.1744444444444,54,1955.27,28.54,7,0.13649025069637882,24321.1,14729.34,13230.98,1
user_0050,39610.17,966.1017073170731,41,1998.83,29.6,7,0.11607142857142858,15872.47,8682.1,15055.6,3
user_0051,45077.42,1048.3120930232558,43,3691.77,106.66,7,0.10893854748603352,14906.220000000001,16821.8,13349.4,2
user_0052,45551.659999999996,1012.259111111111,45,1962.01,51.06,7,0.12753623188405797,9791.69,17241.0,18518.97,3
user_0053,37860.44,880.4753488372094,43,1972.98,84.53,7,0.12034383954154727,10360.52,15854.94,11644.98,3
user_0054,54890.74,1167.888085106383,47,5641.01,17.99,7,0.12465373961218837,18076.59,15328.33,21485.82,5
user_0055,41735.33,1017.9348780487805,41,1977.15,161.74,7,0.1288135593220339,16226.49,11400.7,14108.14,2
user_0056,44400.99,965.2389130434782,46,1980.43,20.62,7,0.11878453038674033,15434.9,19986.58,8979.51,3
user_0057,41521.74,1064.6599999999999,39,1935.24,38.45,7,0.11176470588235295,13827.68,10250.45,17443.61,3
user_0058,42621.43,1039.5470731707317,41,1969.63,28.65,7,0.11174785100286533,11219.93,15448.53,15952.970000000001,3
user_0059,31948.37,779.2285365853659,41,1940.72,12.76,7,0.11695906432748537,13929.24,10968.98,7050.15,3
user_0060,44563.46,1114.0865,40,1910.0,64.19,7,0.1046831955922865,14980.92,14599.130000000001,14983.41,3
user_0061,65317.84,1020.59125,64,1938.86,30.81,7,0.17052023121387283,17200.66,24217.81,23899.37,0
user_0062,61930.02,1105.8932142857143,56,2569.37,23.94,7,0.15254237288135594,19904.54,16614.86,25410.62,0
user_0063,75306.53,1276.3818644067796,59,9852.24,26.52,7,0.15606936416184972,14248.71,19138.1,41919.72,4
user_0064,38506.75,1013.3355263157895,38,1938.06,25.3,7,0.1144578313253012,12532.85,10839.11,15134.79,3
user_0065,55580.57,926.3428333333334,60,1886.04,62.58,7,0.17933130699088146,24899.68,13673.91,17006.98,0
user_0066,44891.26,997.5835555555556,45,1916.44,72.14,7,0.1264705882352941,20975.79,13434.02,10481.45,3
user_0067,60216.45,1075.29375,56,2736.64,55.88,7,0.14600550964187328,22277.83,16909.77,21028.85,0
user_0068,53577.58,992.1774074074075,54,1953.09,11.3,7,0.14204545454545456,13884.29,24752.97,14940.32,1
user_0069,39393.37,984.8342500000001,40,1911.88,17.63,7,0.12307692307692308,14898.119999999999,11152.87,13342.380000000001,3
user_0070,57044.27,1037.1685454545454,55,2665.04,24.1,7,0.1340782122905028,21461.32,20175.3,15407.65,1
user_0071,64093.49,1232.5671153846154,52,1995.47,42.15,7,0.14285714285714285,17497.47,25058.74,21537.28,0
user_0072,50676.98,1034.2240816326532,49,1926.14,26.28,7,0.13649025069637882,16744.07,19047.17,14885.74,1
user_0073,70866.8,1201.1322033898305,59,9043.9,17.05,7,0.15555555555555556,31419.77,17132.47,22314.56,4
user_0074,60209.979999999996,1038.1031034482758,58,3211.8,82.12,7,0.1642651296829971,15588.89,19544.97,25076.12,0
user_0075,54146.0,933.551724137931,58,1979.91,59.43,7,0.150997150997151,18970.83,21839.54,13335.63,1
user_0076,57332.94,1194.43625,48,9189.38,14.55,7,0.12640449438202248,9584.07,25264.239999999998,22484.63,5
user_0077,55447.76,1087.210980392157,51,3663.66,29.06,7,0.14836795252225518,17150.47,17710.73,20586.56,1
user_0078,49963.76,1110.3057777777778,45,1873.78,53.44,7,0.12121212121212122,20872.05,16523.71,12568.0,1
user_0079,51427.41,1071.404375,48,1949.5,52.45,7,0.13055555555555556,20846.58,12500.58,18080.25,1
user_0080,52313.3,1046.266,50,1936.54,98.6,7,0.1340782122905028,20985.04,18265.85,13062.41,2
user_0081,50430.31,916.9147272727272,55,1930.18,34.55,7,0.1349862258953168,16805.84,15185.7,18438.77,1
user_0082,63943.33,1014.9734920634921,63,1992.1,10.5,7,0.17597765363128492,15227.09,18306.17,30410.07,0
user_0083,44546.41,1035.963023255814,43,1976.42,74.37,7,0.11142061281337047,15264.38,14990.91,14291.12,3
user_0084,47920.62,1168.7956097560975,41,5315.27,41.74,7,0.10644257703081232,14124.710000000001,23572.69,10223.22,5
user_0085,51086.88,1161.0654545454545,44,3283.92,83.85,7,0.11209439528023599,21652.96,13751.92,15682.0,2
user_0086,42487.94,1036.291219512195,41,6652.8,16.16,7,0.11267605633802817,7026.64,16896.64,18564.66,3
user_0087,53332.159999999996,1134.7268085106382,47,1998.81,5.95,7,0.12921348314606743,23168.23,8547.07,21616.86,1
user_0088,64266.020000000004,1168.473090909091,55,1983.95,17.45,7,0.15269461077844312,20031.03,19294.62,24940.37,0
user_0089,62378.909999999996,1022.6050819672131,61,7077.1,37.06,7,0.16379310344827586,26325.329999999998,14653.33,21400.25,0
user_0090,43275.13,961.6695555555555,45,1980.3,38.9,7,0.12222222222222222,15776.44,15987.21,11511.48,3
user_0091,55995.28,982.3733333333333,57,6206.79,109.58,6,0.1424581005586592,17802.37,15484.86,22708.05,6
user_0092,61431.05,1116.9281818181819,55,3787.27,39.91,7,0.1388888888888889,15360.46,22401.7,23668.89,0
user_0093,49893.22,1061.5578723404255,47,1969.3,24.5,7,0.1373134328358209,14956.89,14073.66,20862.670000000002,1
user_0094,68607.78,1071.9965625,64,3631.17,30.06,7,0.16804407713498623,23306.84,20133.86,25167.08,0
user_0095,49996.64,961.4738461538461,52,1990.68,34.81,7,0.1400560224089636,14983.529999999999,14609.56,20403.55,1
user_0096,46521.92,1134.6809756097562,41,1996.41,107.0,7,0.11504424778761062,22460.65,9640.27,14421.0,2
user_0097,51062.14,1021.2428,50,1993.73,65.44,7,0.13559322033898305,14502.74,14742.97,21816.43,1
user_0098,74983.19,1441.9844230769231,52,9342.58,40.85,7,0.15151515151515152,24361.940000000002,32777.24,17844.010000000002,4
user_0099,53555.47,1050.107254901961,51,3977.09,28.55,7,0.14414414414414414,11948.4,16477.54,25129.53,1
user_0100,56432.55,1045.0472222222222,54,4048.76,33.66,7,0.14825581395348839,28967.48,13542.95,13922.12,0
user_0101,62515.340000000004,1041.9223333333334,60,1997.81,7.82,7,0.15714285714285714,17419.62,22719.6,22376.12,0
user_0102,50049.25,1042.6927083333333,48,9462.04,24.97,7,0.1318051575931232,13837.59,24370.4,11841.26,5
user_0103,52741.78,941.8175,56,1984.77,26.28,7,0.1543026706231454,20557.84,22106.88,10077.06,1
user_0104,46814.92,1017.715652173913,46,7642.85,5.63,7,0.1225071225071225,14380.94,16009.300000000001,16424.68,5
user_0105,60689.17,1028.6299999999999,59,6235.68,35.1,7,0.15492957746478872,23673.61,22379.48,14636.08,0
user_0106,43470.1,1010.9325581395349,43,1867.88,26.29,7,0.11661807580174927,6374.99,19119.68,17975.43,3
user_0107,63197.02,1215.3273076923076,52,4439.34,22.76,7,0.13764044943820225,32214.66,14936.95,16045.41,4
user_0108,64201.89,1070.0315,60,1998.6,11.35,7,0.15168539325842698,24134.28,21426.82,18640.79,0
user_0109,56801.0,1032.7454545454545,55,1985.66,58.27,7,0.13812154696132597,29426.239999999998,12464.43,14910.33,0
user_0110,61920.28,1214.1231372549018,51,6618.12,49.67,7,0.1400560224089636,20906.53,21480.05,19533.7,5
user_0111,44050.06,1074.391707317073,41,1970.03,17.59,7,0.11572700296735905,13874.95,14146.380000000001,16028.73,3
user_0112,55864.4,997.5785714285714,56,1986.74,8.44,7,0.14565826330532214,15324.32,22206.99,18333.09,1
user_0113,50223.59,965.8382692307691,52,1976.94,15.31,7,0.1452991452991453,9667.59,19119.87,21436.13,1
user_0114,36777.04,897.0009756097561,41,1861.47,23.86,7,0.10893854748603352,12240.38,8804.29,15732.369999999999,3
user_0115,46668.05,972.2510416666668,48,1993.0,14.03,7,0.12777777777777777,20170.66,14133.77,12363.619999999999,1
user_0116,47043.71,940.8742,50,1919.27,11.34,7,0.147239263803681,9838.45,17854.24,19351.02,1
user_0117,42387.54,901.8625531914894,47,1964.61,95.41,7,0.13218390804597702,11556.98,15129.0,15701.560000000001,2
user_0118,51085.909999999996,1042.5695918367346,49,1988.25,56.65,7,0.13105413105413105,16208.67,20591.21,14286.03,1
user_0119,46438.12,1079.9562790697676,43,1973.62,33.41,7,0.11714285714285715,15301.34,19429.29,11707.49,3
user_0120,37943.38,862.3495454545454,44,1957.37,71.04,7,0.12650602409638553,14071.92,9517.029999999999,14354.43,3
user_0121,51676.38,956.9699999999999,54,1973.42,22.22,7,0.13687150837988826,15084.5,18158.760000000002,18433.12,1
user_0122,68960.87,1077.51359375,64,8237.16,72.14,7,0.16526610644257703,15847.18,24392.85,28720.84,4
user_0123,39516.03,918.9774418604651,43,1984.69,36.69,7,0.12058823529411765,11481.24,14212.22,13822.57,3
user_0124,64600.27,1113.7977586206896,58,6333.46,101.6,7,0.1527777777777778,25952.71,13129.95,25517.61,4
user_0125,49473.26,933.4577358490567,53,1989.15,28.04,7,0.12813370473537605,14871.32,17957.37,16644.57,1
user_0126,46340.52,1188.2184615384615,39,8832.14,82.22,7,0.10198300283286119,25068.28,11743.359999999999,9528.88,5
user_0127,49842.92,1060.4876595744681,47,1967.89,33.53,7,0.14114114114114115,17106.51,20720.51,12015.9,1
user_0128,51045.41,1086.0725531914895,47,5548.31,59.8,7,0.12931034482758622,11674.470000000001,30391.02,8979.92,1
user_0129,66019.82,1100.3303333333336,60,1988.31,5.69,7,0.15625,23090.23,20579.45,22350.14,0
user_0130,48029.81,906.2228301886792,53,4125.59,9.95,7,0.14244186046511628,20936.21,18932.74,8160.86,1
user_0131,43812.93,1068.6080487804877,41,8803.37,164.61,7,0.11174785100286533,9972.369999999999,13542.1,20298.460000000003,2
user_0132,47888.57,870.7012727272727,55,1992.7,5.86,7,0.14492753623188406,13469.17,19965.12,14454.28,1
user_0133,56817.94,1114.077254901961,51,1994.82,80.09,7,0.12777777777777777,14386.65,22576.0,19855.29,1
user_0134,49283.94,1146.1381395348837,43,1991.46,12.53,7,0.11388888888888889,12440.369999999999,17763.64,19079.93,3
user_0135,56096.26,1121.9252000000001,50,1969.73,77.86,7,0.13725490196078433,23605.29,18773.61,13717.36,2
user_0136,46658.48,1110.9161904761906,42,1964.49,105.36,7,0.11271676300578035,13687.33,13935.5,19035.65,2
user_0137,44468.94,988.1986666666667,45,1952.66,10.4,7,0.12464589235127478,12315.29,14931.11,17222.54,3
user_0138,41783.75,1129.2905405405406,37,4738.39,28.38,7,0.10285714285714286,10375.470000000001,19214.91,12193.37,3
user_0139,48571.95,1033.445744680851,47,1951.7,21.5,7,0.12535612535612536,12149.12,21424.62,14998.21,1
user_0140,46336.63,1103.2530952380953,42,6070.61,93.27,7,0.10863509749303621,19926.68,7294.13,19115.82,2
user_0141,39966.44,1080.174054054054,37,4591.25,21.17,7,0.09523809523809523,9780.0,11154.19,19032.25,3
user_0142,50363.26,1007.2652,50,1919.65,281.4,7,0.1329479768786127,17867.8,15877.94,16617.52,2
user_0143,37570.1,1015.4081081081081,37,1995.99,48.17,7,0.09943181818181818,13412.33,20250.55,3907.2200000000003,3
user_0144,49659.42,993.1884,50,5506.42,12.51,7,0.1327683615819209,14562.52,18766.6,16330.3,1
user_0145,40554.44,881.6182608695652,46,1973.86,47.96,7,0.1235632183908046,10364.86,13770.64,16418.94,3
user_0146,53172.25,1181.6055555555556,45,6712.2,54.95,7,0.12222222222222222,19361.93,10903.08,22907.24,5
user_0147,43570.23,1210.2841666666668,36,7564.26,38.31,7,0.10086455331412104,13954.41,17492.2,12123.619999999999,5
user_0148,48687.06,1159.2157142857143,42,6085.56,16.71,7,0.12209302325581395,15621.2,17800.29,15265.570000000002,5
user_0149,32476.02,811.9005,40,1903.71,10.16,7,0.10982658959537572,6800.91,14916.6,10758.51,3
user_0150,53683.409999999996,1012.8945283018867,53,2510.6,6.62,7,0.13802816901408452,15526.86,14919.07,23237.48,1
user_0151,66183.38,987.8116417910448,67,5594.57,90.84,7,0.17231638418079095,22729.81,20506.079999999998,22947.49,0
user_0152,64209.21,972.8668181818182,66,1901.59,29.63,7,0.16804407713498623,16872.57,25448.75,21887.89,0
user_0153,57909.11,1052.8929090909091,55,1996.82,68.35,7,0.14488636363636365,24536.91,19751.079999999998,13621.12,0
user_0154,41383.68,919.6373333333333,45,1959.71,64.56,7,0.12324929971988796,10876.369999999999,11358.45,19148.86,3
user_0155,35670.0,938.6842105263158,38,1989.47,32.43,7,0.09243697478991597,13831.99,11491.86,10346.15,3
user_0156,47297.82,1153.6053658536584,41,7882.79,76.46,7,0.12693498452012383,25198.83,12493.3,9605.69,5
user_0157,46067.7,921.3539999999999,50,1998.85,32.43,7,0.13573407202216067,15697.34,17927.68,12442.68,1
user_0158,30269.84,864.8525714285714,35,1999.84,7.21,7,0.09641873278236915,9003.17,8441.24,12825.43,3
user_0159,67790.4,1111.3180327868852,61,4655.82,28.58,7,0.16379310344827586,23130.09,23126.02,21534.29,0
user_0160,80210.53,1197.1720895522387,67,9955.34,9.27,7,0.1742857142857143,41085.85,13125.09,25999.59,4
user_0161,59912.65,1032.9767241379311,58,1998.42,15.68,7,0.15774647887323945,20045.09,20303.02,19564.54,0
user_0162,55152.56,1060.6261538461538,52,3060.92,20.33,7,0.13725490196078433,13226.66,21132.43,20793.47,1
user_0163,42049.01,934.4224444444445,45,1865.76,79.16,7,0.12044817927170869,16409.88,6753.6,18885.53,3
user_0164,59621.7,1146.5711538461537,52,1992.24,75.14,7,0.141643059490085,22357.54,17455.76,19808.4,0
user_0165,58651.3,1196.965306122449,49,9350.11,15.87,7,0.13897280966767372,29113.72,16120.95,13416.63,5
user_0166,56287.1,987.4929824561403,57,1990.54,18.75,7,0.15669515669515668,21211.09,11642.27,23433.739999999998,0
user_0167,70585.99,1008.3712857142858,70,4155.2,65.54,7,0.1797752808988764,23864.74,16936.89,29784.36,0
user_0168,40393.49,1091.7159459459458,37,2442.7,19.22,7,0.10122699386503067,13365.49,12575.92,14452.08,3
user_0169,59201.32,1020.7124137931035,58,7896.81,9.09,7,0.15598885793871867,14498.64,20731.0,23971.68,0
user_0170,59072.45,1136.0086538461537,52,4371.81,44.97,7,0.1329639889196676,19793.45,18638.09,20640.91,5
user_0171,43082.22,916.6429787234043,47,1995.6,82.6,7,0.12672176308539945,18731.989999999998,10550.81,13799.42,3
user_0172,55200.24,1022.2266666666666,54,1984.68,105.65,7,0.13505747126436782,19103.95,16728.29,19368.0,2
user_0173,59981.97,1249.624375,48,7488.05,99.13,7,0.13031161473087818,20468.77,14643.8,24869.399999999998,5
user_0174,51499.26,1072.9012500000001,48,8647.02,74.04,7,0.13202247191011235,14438.64,9609.15,27451.47,5
user_0175,40615.64,902.5697777777777,45,1859.87,71.35,7,0.11730205278592376,9390.41,14784.24,16440.99,3
user_0176,59844.65,1150.8586538461539,52,1967.38,12.56,7,0.13544668587896252,18209.59,18035.11,23599.95,0
user_0177,56340.35,1043.3398148148149,54,1975.18,101.76,7,0.1457142857142857,15899.52,21503.46,18937.37,0
user_0178,44592.16,1061.7180952380954,42,1985.23,48.19,7,0.11494252873563218,16648.64,13041.84,14901.68,3
user_0179,75236.7,1297.1844827586206,58,8714.89,70.17,7,0.1585014409221902,34095.2,15228.44,25913.059999999998,4
user_0180,48732.87,1082.9526666666668,45,1955.48,52.31,7,0.12173913043478261,18029.18,16526.71,14176.98,1
user_0181,54418.38,1157.8378723404255,47,9246.18,65.75,7,0.1375,18453.71,12666.83,23297.84,5
user_0182,42991.45,977.0784090909091,44,1940.83,38.78,7,0.10857142857142857,16797.54,17139.63,9054.28,3
user_0183,69306.73,1174.6903389830509,59,7961.55,24.39,7,0.16521739130434782,29121.45,17391.57,22793.71,4
user_0184,48464.03,969.2805999999999,50,1970.95,64.73,7,0.13019390581717452,18426.12,20912.98,9124.93,1
user_0185,63022.02,940.6271641791044,67,2818.55,6.5,7,0.18051575931232092,15293.3,21746.7,25982.02,0
user_0186,49865.88,874.8399999999999,57,1997.38,7.16,7,0.1497175141242938,19799.71,17903.34,12162.83,1
user_0187,60148.41,925.3601538461539,65,5605.42,16.71,7,0.15966386554621848,17006.28,23144.11,19998.02,0
user_0188,65960.07,1063.8720967741936,62,1993.71,14.16,7,0.16759776536312848,22952.71,20186.14,22821.22,0
user_0189,47711.64,883.5488888888889,54,1901.18,92.82,7,0.1361111111111111,17101.93,16689.94,13919.77,1
user_0190,37730.06,943.2515,40,1940.85,23.72,7,0.10863509749303621,8754.97,13945.84,15029.25,3
user_0191,44556.55,1350.198484848485,33,9749.45,38.84,7,0.09248554913294797,8873.74,17963.31,17719.5,5
user_0192,60340.7,1371.3795454545455,44,8886.75,162.13,7,0.1235632183908046,10978.95,26808.62,22553.13,5
user_0193,42285.31,1084.238717948718,39,1942.85,31.01,7,0.10497237569060773,12117.66,14031.17,16136.48,3
user_0194,43893.53,860.6574509803921,51,1908.37,9.87,7,0.13714285714285715,20013.81,8698.22,15181.5,1
user_0195,34329.54,880.2446153846154,39,1970.61,17.96,7,0.11470588235294117,12682.54,10833.369999999999,10813.63,3
user_0196,45460.9,967.2531914893617,47,1847.71,32.47,7,0.11797752808988764,17546.29,14401.34,13513.27,3
user_0197,42909.659999999996,997.8990697674418,43,5105.28,5.8,7,0.11830985915492957,15179.31,14219.029999999999,13511.32,3
user_0198,46839.13,996.5772340425532,47,1952.36,6.32,7,0.12464589235127478,17754.68,15651.289999999999,13433.16,1
user_0199,63915.9,1101.998275862069,58,2622.5,27.6,7,0.15041782729805014,27625.989999999998,17277.96,19011.95,0
user_0200,65830.7,1044.931746031746,63,1968.11,52.65,7,0.17134831460674158,17427.63,19409.42,28993.65,0
user_0201,61618.95,1062.3956896551724,58,3203.73,5.26,7,0.14782608695652175,24121.61,19316.5,18180.84,0
user_0202,53738.15,1119.5447916666667,48,6396.79,14.53,7,0.12112676056338029,12999.97,27112.88,13625.3,5
user_0203,48088.43,1023.1580851063829,47,7108.86,79.98,7,0.1282798833819242,13578.210000000001,12316.99,22193.23,5
user_0204,55880.15,1054.3424528301887,53,1822.8,27.54,7,0.14244186046511628,17021.48,18445.0,20413.67,1
user_0205,54750.79,1052.8998076923076,52,1922.32,85.25,7,0.13333333333333333,14623.01,9924.14,30203.64,1
user_0206,67586.03,1185.7198245614036,57,1992.23,36.24,7,0.1424581005586592,15626.77,26956.75,25002.51,0
user_0207,43677.21,1091.93025,40,1995.81,97.95,7,0.10555555555555556,14678.24,21212.46,7786.51,2
user_0208,52484.57,1116.6929787234042,47,7602.72,20.24,7,0.13031161473087818,21575.56,14890.27,16018.74,5
user_0209,49130.89,1292.9181578947369,38,9590.4,183.3,7,0.11006289308176101,8160.25,24066.06,16904.58,2
user_0210,46203.19,1026.7375555555557,45,1997.13,52.9,7,0.11830985915492957,17161.66,14157.52,14884.01,3
user_0211,52329.83,1006.3428846153846,52,1995.15,10.08,7,0.14124293785310735,15125.32,23385.63,13818.880000000001,1
user_0212,43826.69,973.9264444444445,45,1919.03,13.14,7,0.12154696132596685,14842.59,10114.93,18869.17,3
user_0213,56048.23,1218.4397826086956,46,9125.5,49.3,7,0.1253731343283582,20515.17,12042.88,23490.18,5
user_0214,57519.16,991.7096551724138,58,1972.79,21.44,7,0.1489971346704871,28205.14,14099.27,15214.75,0
user_0215,38129.41,907.8430952380953,42,1935.4,193.33,7,0.11484593837535013,13331.14,9997.17,14801.1,2
user_0216,40235.58,1031.6815384615386,39,1985.72,6.05,7,0.10888252148997135,8234.44,16260.42,15740.72,3
user_0217,58848.79,1131.7075,52,8103.29,26.49,7,0.1543026706231454,33262.16,10555.35,15031.28,4
user_0218,40641.159999999996,967.6466666666665,42,1952.19,17.54,7,0.11016949152542373,13558.28,11013.369999999999,16069.51,3
user_0219,51787.34,977.1196226415094,53,1979.07,59.71,7,0.13428571428571429,13848.86,24213.829999999998,13724.65,1
user_0220,44270.27,983.7837777777777,45,1990.6,49.83,7,0.11549295774647887,13470.050000000001,14267.26,16532.96,3
user_0221,56528.86,1314.6246511627908,43,9171.13,31.22,7,0.1184573002754821,14433.4,31305.239999999998,10790.22,5
user_0222,66774.67,1236.5679629629628,54,7234.86,26.89,7,0.14127423822714683,26070.62,16255.52,24448.53,4
user_0223,41495.48,864.4891666666667,48,1988.11,8.84,7,0.12534818941504178,18258.57,9724.73,13512.18,3
user_0224,51981.38,962.6181481481481,54,5344.26,39.33,7,0.14681440443213298,19110.27,22549.59,10321.52,1
user_0225,61315.97,1202.2739215686274,51,1975.84,34.12,7,0.13535911602209943,26234.09,19021.93,16059.949999999999,0
user_0226,54008.7,1174.1021739130433,46,7390.73,80.01,7,0.12569832402234637,17144.07,15825.06,21039.57,5
user_0227,73915.75,1041.0669014084508,71,2450.8,6.94,7,0.1737891737891738,26897.53,24731.66,22286.56,0
user_0228,37114.94,1003.1064864864866,37,1999.65,35.0,7,0.10324483775811209,14367.91,13287.56,9459.47,3
user_0229,39261.92,981.548,40,1956.07,24.48,7,0.10826210826210826,14462.33,11116.02,13683.57,3
user_0230,64024.62,1085.1630508474577,59,7518.85,63.21,7,0.14681440443213298,23610.13,20957.32,19457.170000000002,4
user_0231,55788.13,961.8643103448276,58,1943.63,35.94,7,0.143646408839779,25300.85,12182.6,18304.68,0
user_0232,44079.77,937.8674468085105,47,1836.6,66.42,7,0.12640449438202248,13821.99,19295.329999999998,10962.45,3
user_0233,59284.96,1058.66,56,1981.05,26.05,7,0.15606936416184972,17721.2,23096.29,18467.47,0
user_0234,54086.06,1175.7839130434782,46,1999.35,133.8,7,0.11357340720221606,18844.81,18634.16,16607.09,2
user_0235,51170.32,882.2468965517241,58,1993.84,8.48,7,0.15363128491620112,12956.31,25260.19,12953.82,1
user_0236,41208.75,1030.21875,40,2342.68,11.85,7,0.09887005649717515,14902.93,16419.35,9886.47,3
user_0237,46834.53,883.6703773584906,53,1931.96,16.21,7,0.13850415512465375,15819.77,15608.7,15406.06,1
